siteLabel,coordinate,siteID
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",Point(-3.686528 40.414139),107675480
Pattadakal Group of Monuments,Point(75.814638888 15.951333333),817250
Pattadakal Group of Monuments,Point(75.816666666 15.948333333),817250
Pegulingan Temple,Point(115.31777 -8.41498),66545466
Penascosa,Point(-7.099904 40.986382),64686794
Pergamon and its Multi-Layered Cultural Landscape,Point(27.18 39.12583),64705007
Persepolis,Point(52.89 29.935),129072
Persian Caravanserai,Point(51.420136111 35.058352777),66030932
Persian Qanat,Point(58.654444444 34.29),25998008
Petra,Point(35.440277777 30.328888888),5788
Petroglyphic Complexes of the Mongolian Altai,Point(88.395277777 49.333888888),4361429
Petroglyphs of Lake Onega and the White Sea,Point(36.012639 61.7299),64808630
Petäjävesi Old Church,Point(25.1839449 62.2501367),435829
Pfaueninsel,Point(13.130833333 52.434444444),677973
Philippi,Point(24.284576 41.012072),379652
Phoenix Islands Protected Area,Point(-172.8575 -3.64972222),863815
Phong Nha-Ke Bang National Park,Point(106.15 17.533333333),23513
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Point(102.356277777 17.731055555),127935365
"Piazza del Duomo, Pisa",Point(10.394778 43.723428),750245
Pierrepont German military cemetery,Point(5.70492 49.42315),59618084
Pierrepont National Cemetery,Point(5.704117 49.414831),20973867
Pilgrimage Church of Saint John of Nepomuk,Point(15.94194 49.58),752318
Pilot Plan of Brasília,Point(-47.882777777 -15.793888888),3391360
Pimachiowin Aki,Point(-95.0 51.0),7194595
Pirin National Park,Point(23.5 41.666667),651314
Pitons,Point(-61.070361111 13.807083333),639487
"Pitons, cirques and remparts of Reunion Island",Point(55.48 -21.0994),2710055
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",Point(6.183333333 48.69361111),15728409
Plain of Jars,Point(103.1525 19.431111111),870258
Plaza de Armas (Cusco),Point(-71.978823 -13.516711),9060929
Plaza de toros de Acho,Point(-77.0233 -12.0414),2744878
Plazoleta de San Blas,Point(-71.974371 -13.515204),66178838
Plazoleta de la Almudena,Point(-71.987632 -13.526515),69526519
Plazoleta de las Nazarenas,Point(-71.977269 -13.515152),67894224
Plitvice Lakes National Park,Point(15.616035 44.880445),189849
Ploegsteert Memorial to the Missing,Point(2.88208 50.73767),2872987
Ploegsteert Wood Military Cemetery,Point(2.899722222 50.736972222),2384108
Poblet Monastery,Point(1.0825 41.380833333),645157
Polonnaruwa,Point(81.0 7.933333333),394443
Polygon Wood Cemetery,Point(2.99068 50.85699),2723606
Pont Saint-Bénézet,Point(4.805 43.953888888),284444
Pont du Gard,Point(4.5355 43.9473),189764
Pontcysyllte Aqueduct,Point(-3.08782 52.9702),158822
Pontcysyllte Aqueduct and Canal,Point(-3.08727 52.97212),24677919
Ponte Vecchio,Point(11.253191666 43.767988888),208633
"Port, Fortresses and Group of Monuments, Cartagena",Point(-75.53333333 10.41666667),6091925
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Point(9.72916667 44.10694444),10351991
Potosí,Point(-65.753333333 -19.589166666),35045
Poverty Point,Point(-91.4114 32.6367),964745
Poverty Point,Point(-91.408333333 32.6425),964745
Pozieres British Cemetery,Point(2.715415 50.033923),4991584
Pozieres Memorial,Point(2.714829 50.034499),3059864
Prambanan,Point(110.49122 -7.752),47721
Pre-Hispanic Town of Uxmal,Point(-89.7703 20.3617),65455940
Preah Vihear Temple,Point(104.680277777 14.390555555),45949
Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Point(-83.502539 8.938453),65114170
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Point(-96.42111111 16.95083333),15661566
Prehistoric Rock Art Sites in the Côa Valley,Point(-7.11666667 41.03333333),552106
Prehistoric Rock-Art Site of the Côa Valley and Siega Verde,Point(-6.66111 40.6975),39258498
Prehistoric Sites and Decorated Caves of the Vézère Valley,Point(1.17 45.0575),463159
Princely Abbey of Corvey,Point(9.41 51.777778),56004
Propylaea of Athens,Point(23.725111111 37.971694444),3407649
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Point(-100.7463889 20.91444444),15613314
Provins,Point(3.298888888 48.559722222),28827968
Prowse Point Military Cemetery,Point(2.89869444 50.74383333),7252830
Puente Almudena,Point(-71.98641 -13.522544),42834720
Puerto Princesa River,Point(118.916666666 10.166666666),824602
Punic Town of Kerkuane and its Necropolis,Point(11.0992 36.9464),65944741
Purnululu National Park,Point(128.546055 -17.448789),679568
Putorana Plateau,Point(93.0 69.0),277576
Pyrénées – Mont Perdu World Heritage Site,Point(0.05 42.65),3411434
Pythagoreion and Heraion of Samos,Point(26.886635 37.672043),16363506
Pyu Ancient Cities,Point(95.81861111 22.47),17277938
Qalhat,Point(59.369896 22.699996),680322
Qal’at al Bahrain,Point(50.520555555 26.233611111),740104
Qaryat al-Faw,Point(45.15 19.7833),2829327
Qasr Amra,Point(36.587305555 31.80175),499517
Qazan Kremlin,Point(49.10724 55.797442),603622
Qingchengshan-Dujiangyan National Park,Point(103.5679 30.9068),14230458
Quanzhou: Emporium of the World in Song-Yuan China,Point(118.444167 24.710278),47001746
Quebrada de Humahuaca,Point(-65.348861111 -23.199861111),28061
Quebrada de Humahuaca,Point(-65.33333 -23.1),28061
Quinta da Barca,Point(-7.1008 40.9856),64686795
Quinta da Ervamoira,Point(-7.1053 41.02),64686796
Quinta do Fariseu,Point(-7.108801 41.041117),64686797
Quiriguá,Point(-89.040277777 15.269444444),318422
Qutb Minar,Point(77.185248 28.524355),187635
Qutb complex,Point(77.18543 28.524382),1074330
Rabat,Point(-6.836111111 34.025277777),3551
"Rabat, Modern Capital and Historic City",Point(-6.8228 34.0242),65926560
Rachid Karami International Fair,Point(35.825911341 34.439613877),116448209
Rainforests of the Atsinanana,Point(49.7025 -14.459722),564321
Rainforests of the Atsinanana,Point(49.7025 -14.459719444),564321
Ramappa Temple,Point(79.9425 18.259444444),3380656
Rancourt German military cemetery,Point(2.90469 49.99675),18005365
Rancourt Memorial Chapel,Point(2.91095 49.9978),60346358
Rancourt Military Cemetery,Point(2.90985 49.99815),2658699
Rancourt National Cemetery,Point(2.91111 49.99793),16509773
Rani ki vav,Point(72.10162 23.85892),7293002
Rapa Nui National Park,Point(-109.348579 -27.072877),1763364
Red Bay National Historic Site,Point(-56.429527777 51.726916666),3238270
Red Fort,Point(77.240277777 28.655833333),45957
Redwood National and State Parks,Point(-123.998055555 41.373888888),63863168
Reichenau Island,Point(9.063055555 47.693055555),156439
Renaissance Monumental Ensembles of Úbeda and Baeza,Point(-3.37122 38.01131),15831671
"Renaissance facade of the Colegio Mayor de San Ildefonso, University of Alcalá",Point(-3.363101495 40.482921154),110524059
Renato Russo Cultural Center,Point(-47.90575435 -15.812886391),10274951
Residence Ensemble Schwerin,Point(11.41889 53.62417),47037432
Residence of Bukovinian and Dalmatian Metropolitans,Point(25.924905555 48.296641666),156067
Residences of the Royal House of Savoy,Point(7.68583 45.0725),461272
Revillagigedo Islands,Point(-112.763889 18.821389),849318
Rhaetian Railway in the Albula / Bernina Landscapes,Point(10.0197 46.4089),2962401
Rhine Gorge,Point(7.694169444 50.1736),1780249
Ribeira de Piscos / Quinta dos Poios,Point(-7.1169 41.0181),64686798
Ribeirinha,Point(-7.102788 40.99199),64686800
Rice Terraces of the Philippine Cordilleras,Point(121.13667 16.93389),1503858
Riche National Cemetery,Point(6.630159 48.905936),20973879
Richebourg-L'Avoue Portuguese National Cemetery,Point(2.77586 50.57347),16507500
Richtersveld,Point(17.203888888 -28.6),1353565
Rideau Canal,Point(-75.765125 44.994386111),18087815
Rietveld Schröder House,Point(5.147597 52.085333),914231
Rifle House Cemetery,Point(2.901027777 50.735805555),2751673
Rila Monastery,Point(23.4 42.116666666),64617589
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,Point(-43.29138889 -22.94777778),3374972
Risco Caido,Point(-15.661255555 28.043558333),55495511
Rjukan–Notodden Industrial Heritage Site,Point(8.593611111 59.878611111),20643889
Robben Island,Point(18.37 -33.805),192493
Rocas Atoll,Point(-33.801944444 -3.866388888),241074
Rock Art in the Hail Region,Point(40.9 28.0),20643274
Rock Art of the Mediterranean Basin on the Iberian Peninsula,Point(-1.033333333 39.79),1975533
Rock Carvings in Tanum,Point(11.33641 58.69995),1761052
Rock Islands Southern Lagoon,Point(134.3525 7.2469),65062995
Rock Paintings of Hua Mountain,Point(107.010277777 22.261666666),1632877
Rock Paintings of Sierra de San Francisco,Point(-112.916111111 27.655555555),552005
Rock carvings at Alta,Point(23.187777777 69.946944444),433634
Rock-hewn Churches of Ivanovo,Point(25.988055555 43.695555555),503387
Rohtas Fort,Point(73.576416666 32.965277777),155188
"Roman Basilica of Santa Eulalia, Mérida",Point(-6.341761111 38.920352777),98824936
"Roman Monuments, Cathedral of St. Peter and Church of Our Lady in Trier UNESCO World Heritage Site",Point(6.63306 49.75),279968
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Point(4.808416667 44.13572222),15726321
Roman Walls of Lugo,Point(-7.559888888 43.014194444),2733427
Roman amphitheatre of El Jem,Point(10.70694444 35.29638889),2914326
Romanian Military Cemetery of Soultzmatt,Point(7.215799 47.956313),52989504
Roskilde Cathedral,Point(12.080308333 55.642669444),209705
Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,Point(-6.414722 43.335),39081159
Royal Armoury of Turin,Point(7.6868411 45.0709272),3623078
Royal Armoury of Turin,Point(7.686202 45.071796),3623078
Royal Building of Mafra,Point(-9.326395 38.936922),54948065
Royal Court of Tiébélé,Point(-0.961555555 11.089722222),65684910
Royal Domain of Drottningholm,Point(17.886380555 59.321688888),28246887
Royal Exhibition Building and Carlton Gardens,Point(144.9702778 -37.80611111),15278460
Royal Monastery of Saint Mary of Guadalupe,Point(-5.3275 39.452777777),750248
Royal Palace Museum,Point(2.625194444 6.469472222),2784858
Royal Palace Of Oba Of Benin,Point(5.62012 6.33207),28406792
Royal Palaces of Abomey,Point(1.994002777 7.18645),2425839
Royal Tombs of the Joseon Dynasty,Point(128.45277778 37.19722222),495276
Roșia Montană Mining Landscape,Point(23.130555555 46.306111111),47915816
Rua da Sofia (Coimbra),Point(-8.430607 40.212935),40215441
Ruins of Aksum,Point(38.71861 14.13019),107183452
Ruins of Gedi,Point(40.016666666 -3.309166666),502518
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,Point(39.52277778 -8.95777778),15726282
Ruins of Loropéni,Point(-3.563055555 10.310277777),1269931
Ruins of St. Paul's,Point(113.54086 22.197468),1551411
Russian Military Cemetery of Saint-Hilaire-le-Grand,Point(4.399487 49.158437),21568987
Ruínas de León Viejo,Point(-86.617222222 12.400555555),1422898
Rwenzori Mountains National Park,Point(29.9242 0.2236),838928
Rwenzori Mountains National Park,Point(29.8775 0.355277777),838928
Rwenzori Mountains National Park,Point(29.95 0.366666666),838928
Río Abiseo National Park,Point(-77.25 -7.75),941412
Río Plátano Biosphere Reserve,Point(-84.73 15.25),752181
Río Plátano Biosphere Reserve,Point(-84.8 15.6),752181
Römerkastell Halheim,Point(10.2856 48.9832),62069250
Røros Mining Town and the Circumference,Point(11.38555556 62.57388889),19387263
Sacred Ensembles of the Hoysalas,Point(75.994072 13.212453),66023123
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,Point(130.1056 34.245),324638
Sacred Mijikenda Kaya Forests,Point(39.596111111 -3.931944444),1362222
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,Point(135.77639 33.83694),611345
Sacri Monti of Piedmont and Lombardy,Point(9.169555555 45.974555555),753162
Sado Island Gold Mines,Point(138.257777777 38.040833333),127378385
Sado mine,Point(138.256 38.0416),11248197
Sagarmatha National Park,Point(86.693033 27.891069),2211959
Sagrada Família,Point(2.17433 41.40369),48435
Saint Catherine Area,Point(33.97543 28.55623),2468771
Saint George church,Point(22.37085 37.072584),73286970
Saint Hilarion monastery,Point(34.3663 31.4472),123140218
Saint John Abbey,Point(10.447777777 46.629166666),757067
Saint Julien Memorial,Point(2.94061 50.89947),4350430
Saint Sophia Cathedral,Point(30.514444444 50.452777777),830054
Saint-Benoît-la-Chipotte National Cemetery,Point(6.77441 48.37009),19407153
Saint-Charles de Potyze Military Cemetery,Point(2.92633 50.86292),1872242
Saint-Quentin Franco-German Monument,Point(3.262611111 49.848333333),60221092
Saint-Quentin german military cemetary,Point(3.26105 49.8479),2972643
Saint-Savin,Point(0.863611111 46.566111111),738657
Saint-Thomas-en-Argonne National War Cemetery,Point(4.888530218 49.200420035),19951189
Salamanca City,Point(-5.66388 40.96882),116442617
Salesian School of Cusco,Point(-71.981809 -13.512566),64969671
Salonga National Park,Point(21.0 -2.0),328488
Salonga National Park,Point(21.49723 -1.76516),328488
Saloum Delta,Point(-16.498611111 13.835277777),559363
Salt,Point(35.727222222 32.039166666),867586
Saltaire,Point(-1.79026 53.83717),838920
Sam Kai Vui Kun,Point(113.53941 22.194),2200748
Samarkand – Crossroad of Cultures,Point(67.0 39.66861),17255582
Samarra,Point(43.88568 34.1959),170047
Sambor Prei Kuk,Point(105.040025 12.867283),1818746
Sammallahdenmäki,Point(21.7751687 61.11767375),239748
San Agustin archeological park,Point(-76.2333 1.91667),2887224
San Antonio Missions,Point(-98.46 29.3281),10498483
San Basilio de Palenque,Point(-75.199013 10.103318),692174
San Cristóbal de La Laguna,Point(-16.316666666 28.485277777),54898
San Marino Historic Centre and Mount Titano,Point(12.45194444 43.93277778),15613336
San Pedro Church,Point(-1.106333333 40.342555555),5911123
Sanchi,Point(77.7363 23.480655555),181123
"Sanctuary of Asclepius, Epidaurus",Point(23.0744 37.5986),7698713
Sanctuary of Athena Pronaia,Point(22.507777777 38.480277777),105394638
Sanctuary of Bom Jesus de Congonhas,Point(-43.860694444 -20.507777777),1595417
Sanctuary of the Madonna di San Luca,Point(11.297885433 44.479149726),2004104
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Point(37.4431 19.7361),65937857
Sangay National Park,Point(-78.333333333 -1.833333333),839603
Sangha Trinational,Point(16.333333333 2.666666666),2580451
Sangiran,Point(110.85 -7.45),842328
Sans-Souci Palace,Point(-72.218596 19.604692),930795
Sansa,Point(127.331118 34.996581),55306582
Santa Casa da Misericórdia,Point(113.54027778 22.19361111),4310094
Santa Clara Church,Point(-71.982094 -13.520018),42828387
Santa Cruz de Mompox,Point(-74.425 9.239444444),740288
Santa Maria delle Grazie Church,Point(9.171111111 45.465833333),244952
Santiniketan,Point(87.68 23.68),1026431
Santiniketan,Point(87.6852 23.6776),1026431
Sarazm,Point(67.566666666 39.516666666),422929
Sarrebourg National Prisoners of War Cemetery,Point(7.034498 48.742418),19407152
Saryarka – Steppe and Lakes of Northern Kazakhstan,Point(69.188888888 50.433333333),2559020
Sassanid Archaeological Landscape of Fars Region,Point(51.57045 29.777481),55379486
Sawahlunto,Point(100.778333333 -0.682777777),7263
Schloss Großkühnau,Point(12.1796 51.854),870087
Schloss Wörlitz,Point(12.42138889 51.84611111),21293161
Schokland,Point(5.771666666 52.638611111),69307
Schwedenhaus,Point(12.30247778 51.84348333),15708461
Schwerin Castle,Point(11.418888888 53.624166666),573656
Sculptural Ensemble of Constantin Brâncuși at Târgu Jiu,Point(23.285375 45.037430555),4680630
Second temple of Takht-e Soleyman,Point(47.234416666 36.605138888),105906612
Secretariat Building,Point(76.800555555 30.761111111),7444209
Selimiye Mosqueq,Point(26.559444 41.678056),184534
Selous Game Reserve,Point(37.4 -9.0),2268839
Semmering railway,Point(15.831 47.643),259313
Senado Square,Point(113.53966667 22.19358333),837935
Seokguram Grotto and Bulguksa Temple,Point(129.333333 35.766667),16912957
"Seowon, Korean Neo-Confucian Academies",Point(128.843428 36.727297),65099260
Serengeti National Park,Point(34.566666666 -2.332777777),11812902
Serpent Column,Point(28.975122 41.00562),588892
Serra da Capivara National Park,Point(-42.55 -8.6667),267394
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Point(-70.322 -18.482),108096731
Sewell,Point(-70.3825 -34.085),588417
"ShUM Sites of Speyer, Worms and Mainz",Point(8.439539 49.316211),109706388
Shahr-e Sukhteh,Point(61.331944444 30.595277777),1025825
Shahrisabz,Point(66.833333333 39.05),569766
Shark Bay,Point(113.604655 -25.92897),38167074
Sheikh Safi al-Din Khānegāh and Shrine Ensemble,Point(48.291388888 38.248611111),4243
Shibam,Point(48.626666666 15.926944444),192518
Shirakami-Sanchi,Point(140.198611111 40.450277777),501638
Shirakami-Sanchi,Point(140.13 40.47),501638
Shiretoko,Point(144.95 43.933333333),17208861
Shiretoko Peninsula,Point(145.0 44.0),629238
Shiretoko Peninsula,Point(145.1 44.05),629238
"Shirley Heights, Antigua and Barbuda",Point(-61.754498 17.00255),123171178
Shrines and Temples of Nikkō,Point(139.5994 36.7565),1063133
Shrines and Temples of Nikkō,Point(139.6105556 36.7475),1063133
Shushtar Historical Hydraulic System,Point(48.848687 32.053723),2274974
Si Thep historical park,Point(101.15009308 15.46658533),1517758
Sian Ka'an,Point(-87.791666666 19.383333333),559789
Sichuan Giant Panda Sanctuaries,Point(103.0 30.833333333),629902
Sieglitzer Berg,Point(12.3214 51.8666),870438
Sigiriya,Point(80.759722222 7.956944444),272153
Silberloch National Cemetery,Point(7.151521 47.859085),20973932
Silk Roads: Zarafshan-Karakum Corridor,Point(69.685558333 39.441488888),122666385
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,Point(108.8572 34.3044),17277933
Silva House,Point(-71.981756 -13.515414),65622124
Simien Mountains National Park,Point(38.066666666 13.183333333),504315
Singapore Botanic Gardens,Point(103.8162 1.3151),3046409
Sinharaja Forest Reserve,Point(80.28 6.24),375634
Sir Robert Ho Tung Library,Point(113.53777778 22.1925),3320500
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Point(131.4122222 34.43055556),7751872
Sitt er-Rum (Syria),Point(36.830138888 36.310722222),107407019
Skellig Michael,Point(-10.540555555 51.771111111),207193
Skogskyrkogården,Point(18.099444444 59.275555555),213988
Slatinski Izvor,Point(21.2169 41.5753),12909548
Socotra Archipelago,Point(53.3 12.3),2860218
Solovetsky Islands,Point(35.710556 65.024444),205711
Solovetsky state Museum-reserve,Point(35.7105 65.0248),18785988
Soltaniyeh,Point(48.7975 36.434722),4531
Somapura Mahavihara,Point(88.97694444 25.03111111),305044
Sosu Seowon,Point(128.58 36.92555556),625586
Souain German military cemetery,Point(4.535944444 49.189083333),59594168
South China Karst,Point(110.3544 24.9233),853364
Southern Öland cultural landscape,Point(16.55 56.466667),396132
Spanbroekmolen British Cemetery,Point(2.86708 50.77833),2485005
Speicherstadt and Kontorhaus District with Chilehaus,Point(9.991944444 53.543333333),20644172
Speyer Cathedral,Point(8.4425 49.317222),22720
Spiš Castle,Point(20.768333333 49.000555555),205558
Spiš Castle and the associated cultural monuments,Point(20.7675 48.999444444),61120261
Spišská Kapitula,Point(20.741111111 49.000555555),1042821
Srebarna Nature Reserve,Point(27.072206 44.111116),122082
St George and Related Fortifications,Point(-64.67777778 32.37944444),7865260
St Kilda,Point(-8.5875 57.815),166479
St Lawrence's Church,Point(113.5368056 22.19069444),3271236
St Mary's Cathedral and St Michael's Church at Hildesheim,Point(9.94389 52.15278),9710075
St Symphorien Military Cemetery,Point(4.01076 50.43228),12013407
St. Anthony's Church,Point(113.539452777 22.198961111),6730196
St. Augustine's Church,Point(113.538274 22.192204),4587786
St. Dominic's Church,Point(113.54036 22.19483),4130614
St. Joseph's Seminary and Church,Point(113.537 22.1919),4579079
"St. Louis the King Cathedral, San Luis Potosí",Point(-100.97552778 22.15172222),5694278
St. Mihiel American Cemetery and Memorial,Point(5.853066666 48.956983333),647265
St. Mihiel German military cemetery,Point(5.608444444 48.877666666),51619032
St. Peter's Church,Point(-77.029008 -12.049155),3319986
St. Petrikirche,Point(12.4221 51.84483),107345333
Stari Grad Plain,Point(16.638611111 43.181666666),614212
Stari Ras and Sopoćani,Point(20.42278 43.11889),10913999
Stevns Klint,Point(12.45 55.2822),1614152
Stećci,Point(17.924052777 43.092213888),29000652
Stoclet Palace,Point(4.41625 50.83514),239028
Stone Town,Point(39.198788888 -6.164944444),844417
Stonehenge,Point(-1.826111111 51.178888888),39671
Stonehenge Cursus,Point(-1.826 51.186),7619217
"Stonehenge, Avebury and Associated Sites",Point(-1.82528 51.1789),587584
Stora Sjöfallet National Park,Point(17.993649696 67.566898179),1505447
Strand Military Cemetery,Point(2.88089 50.73275),2299768
"Strasbourg: from Grande-île to Neustadt, a European urban scene",Point(7.74889 48.58444),55523908
Struve Geodetic Arc,Point(25.649444444 52.289444444),192243
Studenica monastery,Point(20.531638888 43.486722222),143042
Studley Royal Park including the Ruins of Fountains Abbey,Point(-1.573055556 54.11611111),16363480
Su Nuraxi di Barumini,Point(8.9998843 39.7028565),253241
Sucre,Point(-65.26 -19.0475),2907
Sudanese style mosques in northern Côte d'Ivoire,Point(-6.410167 10.490317),65725484
Sukur,Point(13.571666666 10.740555555),1123956
Sukur Kingdom,Point(13.5662269 10.7370077),130482220
Sulaiman-Too,Point(72.783333333 40.529444444),750190
Sultan Ahmed Mosque,Point(28.9768247 41.0053851),80541
Summer Palace,Point(116.2689 39.9975),4132
Sundarbans National Park,Point(88.75 21.75),532440
Sundarbans Reserved Forest,Point(89.516666666 22.033333333),42725548
Suomenlinna,Point(24.984444444 60.143611111),1292442
Surtsey,Point(-20.604713791 63.30402566),178124
Susa,Point(48.2561 32.1894),66023623
Susa I,Point(48.257778055 32.190556111),29295943
Susa II,Point(48.257778055 32.190556111),29296213
Susa III,Point(48.257778055 32.190556111),29296295
Susa acropolis,Point(48.257778 32.190556),29295758
Susa apadana,Point(48.257778055 32.190556111),29296107
Sydney Opera House,Point(151.214897 -33.857058),45178
Syracuse and the Rocky Necropolis of Pantalica,Point(15.29306 37.05944),15604441
São Francisco Square,Point(-37.20555556 -11.01361111),7214285
Sítio Roberto Burle Marx,Point(-43.54474 -23.02385),56695607
Süleymaniye Mosque,Point(28.963888888 41.016111111),178643
Tabriz Bazaar,Point(46.292286111 38.080772222),4399
Taj Mahal,Point(78.041944444 27.175),9141
Tajín Veracruz,Point(-97.378241666 20.448058333),753895
Takalik Abaj,Point(-91.736111111 14.645833333),1509537
Takht-e Soleyman,Point(47.234166666 36.604722222),115253
Takht-e Soleyman Lake,Point(47.235 36.604166666),26913155
Talamanca Range-La Amistad Reserves,Point(-82.9386 9.4069),6106226
Talamanca Range-La Amistad Reserves,Point(-82.93861111 9.40694444),6106226
Talayotic Culture of Minorca,Point(3.908888888 39.9975),64990632
Tallinn Old Town,Point(24.745277777 59.437222222),726803
Tamgaly,Point(75.535 43.803333333),943327
Taos Pueblo,Point(-105.54167 36.43889),252814
Taputapuatea marae,Point(-151.359166666 -16.836111111),3287362
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Point(18.85123 50.4427),48841031
Tasmanian Wilderness,Point(146.1729 -42.5957),138170
Tassili n'Ajjer,Point(9.0 25.666666666),190048
Taxila,Point(72.7875 33.745833333),156093
Taï National Park,Point(-7.12 5.75),328577
Te Wahipounamu,Point(167.32 -45.036),575398
Tehuacán-Cuicatlán Biosphere Reserve,Point(-97.3994 18.2114),5853681
Teide National Park,Point(-16.64266919 28.276455062),715124
Tell Umm el-'Amr,Point(34.366388888 31.447222222),7697530
Tell es-Sultan,Point(35.44456389 31.87171944),2402267
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,Point(116.975 35.61167),1038473
Temple of Anahita at Bishapur,Point(51.5756862 29.7800335),5866947
Temple of Apollo Epicurius in Bassae,Point(21.900387 37.429655),38278862
Temple of Athena Nike,Point(23.7249 37.9715),384813
Temple of Heaven,Point(116.4066 39.8822),125445
Temple of Jupiter,Point(36.204444444 34.004722222),21079381
Temple of Kukulcan,Point(-88.568611111 20.682888888),1128327
Temple of Rome and Augustus,Point(23.727293 37.971625),2145005
Temple of the Inscriptions,Point(-92.0468 17.4836),2559153
Templo y exconvento de San Francisco,Point(-99.341926 19.904609),67794917
Teotihuacan,Point(-98.843888888 19.6925),172613
Teruel Cathedral,Point(-1.10722 40.3439),513893
The 20th-Century Architecture of Frank Lloyd Wright,Point(-79.466476 39.905571),10498496
The Architectural Work of Le Corbusier,Point(6.829336 46.468414),55619850
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",Point(3.4731 44.2203),10444176
The Cosmological Axis of Yogyakarta and its Historic Landmarks,Point(110.3647778 -7.8013889),96012243
The Dolomites,Point(12.16306 46.61306),65028346
The Emergence of Modern Humans: The Pleistocene occupation sites of South Africa,Point(18.4525 -32.386389),65936860
The Emergence of Modern Humans: The Pleistocene occupation sites of South Africa,Point(22.089444 -34.2075),65936860
The Emergence of Modern Humans: The Pleistocene occupation sites of South Africa,Point(31.086111 -29.523889),65936860
The Gedeo Cultural Landscape,Point(38.6667 5.1167),65886125
The Great Spa Towns of Europe,Point(-2.359055555 51.381305555),16064866
The Great Spa Towns of Europe,Point(3.420277777 46.123608333),16064866
The Great Spa Towns of Europe,Point(8.242494444 48.757494444),16064866
The Great Spa Towns of Europe,Point(5.866944444 50.492222222),16064866
The Great Spa Towns of Europe,Point(7.728608333 50.330555555),16064866
The Great Spa Towns of Europe,Point(10.779444444 43.888605555),16064866
The Great Spa Towns of Europe,Point(10.075 50.197775),16064866
The Great Spa Towns of Europe,Point(12.350555555 50.117222222),16064866
The Great Spa Towns of Europe,Point(12.701322222 49.964958333),16064866
The Great Spa Towns of Europe,Point(12.883605555 50.223055555),16064866
The Great Spa Towns of Europe,Point(16.233605555 48.009994444),16064866
The Great Wall,Point(116.0833 40.4167),65961372
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Point(26.55 37.3),17132271
The Loire Valley between Sully-sur-Loire and Chalonnes,Point(0.06218 47.21629),2789507
The Sassi and the Park of the Rupestrian Churches of Matera,Point(16.610277777 40.666388888),55739617
The Slate Landscape of Northwest Wales,Point(-4.115 53.120833),107719670
The Tomioka Silk Mill and Related Industrial Heritage,Point(138.8878 36.2553),7769551
The Tomioka Silk Mill and Related Industrial Heritage,Point(138.888 36.2553),7769551
The Trulli of Alberobello,Point(17.23694 40.7825),16913064
The Venetian Works of defence between 15th and 17th centuries,Point(9.663611111 45.703333333),32797097
The Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Point(7.994166666 44.651944444),17296768
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Point(14.502222 46.043333),64494878
Thebes,Point(32.610277777 25.720555555),101583
Thiepval Anglo-French Cemetery,Point(2.684152 50.050634),5567396
Thiepval Memorial,Point(2.685833333 50.050555555),1861419
Thiescourt German military cemetery,Point(2.885083333 49.568583333),60162677
Thiescourt National Cemetery,Point(2.885691 49.568836),20973907
Thimlich Ohinga,Point(34.326106944 -0.891338055),3524629
Thingvellir National Park,Point(-21.125 64.258055555),107370
Third Courtyard of Topkapı Palace,Point(28.9848 41.013119444),124628427
Thracian Tomb of Kazanlak,Point(25.399166666 42.625555555),301815
Thracian Tomb of Sveshtari,Point(26.7663 43.744964),650531
Three Castles of Bellinzona,Point(9.022222222 46.192777777),510279
Three Parallel Rivers National Park,Point(98.406388888 27.895),575035
Thungyai Naresuan Wildlife Sanctuary,Point(98.916666666 15.333333333),422995
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Point(98.91667 15.33333),15725130
Tiefer Georg-Stollen,Point(10.235278 51.804722),15850911
Tierradentro,Point(-76.033 2.583),179506
Tiges National Cemetery,Point(6.924335 48.287013),20973884
Tigrovaya Balka Nature Reserve,Point(68.5 37.25),1138108
